ID,Tamanho_bp,Descrição,Conteudo_GC
EU444087.1.2218.undefined.Gab683LB.522,521,EU444087.1.2218.undefined.Gab683LB.522,52.21
EU444088.1.2219.undefined.Gab1392PG.522,522,EU444088.1.2219.undefined.Gab1392PG.522,51.92
EU444089.1.2220.undefined.Gab70LB.522,522,EU444089.1.2220.undefined.Gab70LB.522,51.92
EU444090.1.2221.undefined.Gab826LM.522,522,EU444090.1.2221.undefined.Gab826LM.522,51.92
EU444091.1.2222.undefined.Gab112LM.522,522,EU444091.1.2222.undefined.Gab112LM.522,52.49
EU444092.1.2223.undefined.Gab1123FC.522,522,EU444092.1.2223.undefined.Gab1123FC.522,52.3
EU444093.1.2224.undefined.Gab1037FC.522,522,EU444093.1.2224.undefined.Gab1037FC.522,52.49
EU444094.1.2225.undefined.Gab1314PG.522,522,EU444094.1.2225.undefined.Gab1314PG.522,52.68
EU444095.1.2226.undefined.Gab109LM.522,522,EU444095.1.2226.undefined.Gab109LM.522,52.11
EU444096.1.2227.undefined.Gab958LM.522,522,EU444096.1.2227.undefined.Gab958LM.522,52.3
EU444097.1.2228.undefined.Gab1014FC.522,522,EU444097.1.2228.undefined.Gab1014FC.522,52.11
EU444098.1.2229.undefined.Gab722LB.522,522,EU444098.1.2229.undefined.Gab722LB.522,52.11
EU444099.1.2230.undefined.-.589,589,EU444099.1.2230.undefined.-.589,52.8
EU444100.1.2231.undefined.-.625,625,EU444100.1.2231.undefined.-.625,57.12
EU444101.1.2232.undefined.Gab112LM.385,385,EU444101.1.2232.undefined.Gab112LM.385,52.73
EU444102.1.2233.undefined.Gab683LB.403,403,EU444102.1.2233.undefined.Gab683LB.403,51.86
EU444103.1.2234.undefined.Gab826LM.403,403,EU444103.1.2234.undefined.Gab826LM.403,51.86
EU444104.1.2235.undefined.Gab1144FC.403,403,EU444104.1.2235.undefined.Gab1144FC.403,51.86
EU444105.1.2236.undefined.Gab1058FC.403,403,EU444105.1.2236.undefined.Gab1058FC.403,51.61
EU444106.1.2237.undefined.Gab35LM.404,403,EU444106.1.2237.undefined.Gab35LM.404,51.61
EU444107.1.2238.undefined.Gab1392PG.404,404,EU444107.1.2238.undefined.Gab1392PG.404,51.49
EU444108.1.2239.undefined.Gab70LB.403,404,EU444108.1.2239.undefined.Gab70LB.403,51.24
EU444109.1.2240.undefined.Gab1008FC.402,403,EU444109.1.2240.undefined.Gab1008FC.402,51.36
EU444110.1.2241.undefined.Gab197LM,403,EU444110.1.2241.undefined.Gab197LM .403,52.85
EU444111.1.2242.undefined.Gab1123FC.402,402,EU444111.1.2242.undefined.Gab1123FC.402,52.49
EU444112.1.2243.undefined.Gab722LB.403,402,EU444112.1.2243.undefined.Gab722LB.403,52.49
EU444113.1.2244.undefined.Gab1014FC.402,403,EU444113.1.2244.undefined.Gab1014FC.402,52.11
EU444114.1.2245.undefined.Gab1037FC.403,401,EU444114.1.2245.undefined.Gab1037FC.403,52.37
EU444115.1.2246.undefined.Gab1314PG.402,402,EU444115.1.2246.undefined.Gab1314PG.402,52.24
EU444116.1.2247.undefined.Gab109LM.401,401,EU444116.1.2247.undefined.Gab109LM.401,52.37
EU444117.1.2248.undefined.Gab958LM.403,403,EU444117.1.2248.undefined.Gab958LM.403,52.36
EU444118.1.2249.undefined.Gab1089FC.402,402,EU444118.1.2249.undefined.Gab1089FC.402,52.49
EU622582.1.2250.undefined.ATL1.468,468,EU622582.1.2250.undefined.ATL1.468,52.56
EU622583.1.2251.undefined.ATL2.468,468,EU622583.1.2251.undefined.ATL2.468,53.42
EU622584.1.2252.undefined.BD1.488,488,EU622584.1.2252.undefined.BD1.488,52.25
EU622585.1.2253.undefined.BD2.488,488,EU622585.1.2253.undefined.BD2.488,53.39
EU622586.1.2254.undefined.BD3.491,491,EU622586.1.2254.undefined.BD3.491,52.95
EU622587.1.2255.undefined.BD4.491,491,EU622587.1.2255.undefined.BD4.491,53.97
EU622588.1.2256.undefined.BD7.487,487,EU622588.1.2256.undefined.BD7.487,52.77
EU622589.1.2257.undefined.BD8.481,481,EU622589.1.2257.undefined.BD8.481,52.6
EU622590.1.2258.undefined.BD10.472,472,EU622590.1.2258.undefined.BD10.472,54.03
EU622591.1.2259.undefined.BD11.458,458,EU622591.1.2259.undefined.BD11.458,53.93
EU622592.1.2260.undefined.BD12.468,468,EU622592.1.2260.undefined.BD12.468,53.21
EU622593.1.2261.undefined.BD13.511,511,EU622593.1.2261.undefined.BD13.511,53.53
EU622594.1.2262.undefined.BD14.480,480,EU622594.1.2262.undefined.BD14.480,52.4
EU622595.1.2263.undefined.BD15.468,468,EU622595.1.2263.undefined.BD15.468,53.21
EU622596.1.2264.undefined.BD16.467,467,EU622596.1.2264.undefined.BD16.467,53.1
EU622597.1.2265.undefined.BD17.483,483,EU622597.1.2265.undefined.BD17.483,52.8
EU622598.1.2266.undefined.IDU1.482,482,EU622598.1.2266.undefined.IDU1.482,52.9
EU622599.1.2267.undefined.DU6.488,488,EU622599.1.2267.undefined.DU6.488,52.66
EU622600.1.2268.undefined.FSW1.491,491,EU622600.1.2268.undefined.FSW1.491,52.55
EU622601.1.2269.undefined.FSW2.460,460,EU622601.1.2269.undefined.FSW2.460,50.43
EU622602.1.2270.undefined.FSW3.491,491,EU622602.1.2270.undefined.FSW3.491,52.95
EU622603.1.2271.undefined.FSW4.488,488,EU622603.1.2271.undefined.FSW4.488,52.66
EU622604.1.2272.undefined.FSW5.506,506,EU622604.1.2272.undefined.FSW5.506,52.77
EU622605.1.2273.undefined.FSW6.485,485,EU622605.1.2273.undefined.FSW6.485,52.58
EU622606.1.2274.undefined.IDU2.493,493,EU622606.1.2274.undefined.IDU2.493,53.55
EU622607.1.2275.undefined.IDU3.482,482,EU622607.1.2275.undefined.IDU3.482,53.73
EU622608.1.2276.undefined.IDU4.489,489,EU622608.1.2276.undefined.IDU4.489,53.37
EU622609.1.2277.undefined.MSM2.492,492,EU622609.1.2277.undefined.MSM2.492,52.64
EU622610.1.2278.undefined.MSM3.466,466,EU622610.1.2278.undefined.MSM3.466,54.29
EU622611.1.2279.undefined.MSM4.492,492,EU622611.1.2279.undefined.MSM4.492,53.46
EU622612.1.2280.undefined.Neu1.335,335,EU622612.1.2280.undefined.Neu1.335,54.93
EU622613.1.2281.undefined.Neu2.467,467,EU622613.1.2281.undefined.Neu2.467,53.53
EU622614.1.2282.undefined.Neu3.491,491,EU622614.1.2282.undefined.Neu3.491,53.56
EU622615.1.2283.undefined.Neu4.497,497,EU622615.1.2283.undefined.Neu4.497,53.12
EU622616.1.2284.undefined.Neu5.482,482,EU622616.1.2284.undefined.Neu5.482,53.53
EU622617.1.2285.undefined.Neu6.491,491,EU622617.1.2285.undefined.Neu6.491,52.75
EU622618.1.2286.undefined.Neu7.480,480,EU622618.1.2286.undefined.Neu7.480,53.75
EU622619.1.2287.undefined.Neu8.459,459,EU622619.1.2287.undefined.Neu8.459,53.38
EU622620.1.2288.undefined.Neu10.484,484,EU622620.1.2288.undefined.Neu10.484,53.51
EU622621.1.2289.undefined.Neu11.467,467,EU622621.1.2289.undefined.Neu11.467,53.53
EU622622.1.2290.undefined.Neu12.480,480,EU622622.1.2290.undefined.Neu12.480,53.75
EU622623.1.2291.undefined.Neu13.468,468,EU622623.1.2291.undefined.Neu13.468,53.42
EU622624.1.2292.undefined.PW1.483,483,EU622624.1.2292.undefined.PW1.483,53.21
EU622625.1.2293.undefined.PW2.485,485,EU622625.1.2293.undefined.PW2.485,53.4
EU649782.1.2294.undefined.-.8922,8922,EU649782.1.2294.undefined.-.8922,53.34
FJ751854.1.2295.undefined.J20.494,494,FJ751854.1.2295.undefined.J20.494,53.04
FJ751855.1.2296.undefined.J37.491,491,FJ751855.1.2296.undefined.J37.491,52.95
FJ751856.1.2297.undefined.J43.495,495,FJ751856.1.2297.undefined.J43.495,53.13
FJ751857.1.2298.undefined.J47.495,495,FJ751857.1.2298.undefined.J47.495,52.93
FJ751858.1.2299.undefined.J68.510,510,FJ751858.1.2299.undefined.J68.510,53.33
FJ751859.1.2300.undefined.J73.495,495,FJ751859.1.2300.undefined.J73.495,53.13
FJ751860.1.2301.undefined.J74.496,496,FJ751860.1.2301.undefined.J74.496,53.23
FJ751861.1.2302.undefined.J77.489,489,FJ751861.1.2302.undefined.J77.489,53.17
FJ751862.1.2303.undefined.J78.403,403,FJ751862.1.2303.undefined.J78.403,51.86
FJ751863.1.2304.undefined.J79.478,478,FJ751863.1.2304.undefined.J79.478,53.77
FJ853490.1.2305.undefined.FS150.719,719,FJ853490.1.2305.undefined.FS150.719,58.69
FJ853491.1.2306.undefined.FS84.719,719,FJ853491.1.2306.undefined.FS84.719,58.83
FJ911628.1.2307.undefined.BBD_2420.347,347,FJ911628.1.2307.undefined.BBD_2420.347,59.94
FJ911629.1.2308.undefined.BBD_2521.347,347,FJ911629.1.2308.undefined.BBD_2521.347,59.65
FJ911630.1.2309.undefined.BBD_2655.347,347,FJ911630.1.2309.undefined.BBD_2655.347,56.2
FJ911631.1.2310.undefined.BBD_2785.348,348,FJ911631.1.2310.undefined.BBD_2785.348,59.2
FJ911632.1.2311.undefined.BBD_2862.347,347,FJ911632.1.2311.undefined.BBD_2862.347,59.37
FJ911633.1.2312.undefined.BBD_3026.347,347,FJ911633.1.2312.undefined.BBD_3026.347,59.37
FJ911634.1.2313.undefined.BBD_3067.347,347,FJ911634.1.2313.undefined.BBD_3067.347,59.94
FJ911635.1.2314.undefined.BBD_3071.347,347,FJ911635.1.2314.undefined.BBD_3071.347,59.65
FJ911636.1.2315.undefined.BBD_3109.347,347,FJ911636.1.2315.undefined.BBD_3109.347,59.65
FJ911637.1.2316.undefined.BBD_3110.347,347,FJ911637.1.2316.undefined.BBD_3110.347,59.08
FJ911638.1.2317.undefined.BBD_3293.347,347,FJ911638.1.2317.undefined.BBD_3293.347,59.94
FJ911639.1.2318.undefined.BBD_3371.347,347,FJ911639.1.2318.undefined.BBD_3371.347,59.37
FJ911640.1.2319.undefined.BBD_3372.347,347,FJ911640.1.2319.undefined.BBD_3372.347,56.2
FJ911641.1.2320.undefined.BBD_3400.347,347,FJ911641.1.2320.undefined.BBD_3400.347,59.37
FJ911642.1.2321.undefined.BBD_3553.347,347,FJ911642.1.2321.undefined.BBD_3553.347,59.65
FJ911643.1.2322.undefined.-.436,436,FJ911643.1.2322.undefined.-.436,56.42
FJ911644.1.2323.undefined.-.436,436,FJ911644.1.2323.undefined.-.436,56.42
FJ911645.1.2324.undefined.-.437,437,FJ911645.1.2324.undefined.-.437,56.52
FJ911646.1.2325.undefined.-.436,436,FJ911646.1.2325.undefined.-.436,56.42
FJ911647.1.2326.undefined.-.436,436,FJ911647.1.2326.undefined.-.436,56.65
FJ911648.1.2327.undefined.-.436,436,FJ911648.1.2327.undefined.-.436,56.42
FJ911649.1.2328.undefined.-.436,436,FJ911649.1.2328.undefined.-.436,56.65
FJ911650.1.2329.undefined.-.436,436,FJ911650.1.2329.undefined.-.436,56.42
FJ911651.1.2330.undefined.-.437,437,FJ911651.1.2330.undefined.-.437,56.52
FJ911652.1.2331.undefined.-.436,436,FJ911652.1.2331.undefined.-.436,56.65
FJ911653.1.2332.undefined.-.437,437,FJ911653.1.2332.undefined.-.437,56.06
FJ911654.1.2333.undefined.-.450,450,FJ911654.1.2333.undefined.-.450,55.78
FJ911655.1.2334.undefined.-.436,436,FJ911655.1.2334.undefined.-.436,56.42
FJ911656.1.2335.undefined.-.436,436,FJ911656.1.2335.undefined.-.436,56.65
FJ911657.1.2336.undefined.-.436,436,FJ911657.1.2336.undefined.-.436,56.65
FJ911658.1.2337.undefined.-.468,468,FJ911658.1.2337.undefined.-.468,54.27
FJ911659.1.2338.undefined.-.757,757,FJ911659.1.2338.undefined.-.757,52.44
GN354040.1.2339.undefined.-.60,60,GN354040.1.2339.undefined.-.60,51.67
GN354042.1.2340.undefined.-.60,60,GN354042.1.2340.undefined.-.60,61.67
GN354044.1.2341.undefined.-.60,60,GN354044.1.2341.undefined.-.60,58.33
GN354045.1.2342.undefined.-.60,60,GN354045.1.2342.undefined.-.60,56.67
GN354046.1.2343.undefined.-.60,60,GN354046.1.2343.undefined.-.60,56.67
GN354047.1.2344.undefined.-.60,60,GN354047.1.2344.undefined.-.60,45.0
GN354048.1.2345.undefined.-.60,60,GN354048.1.2345.undefined.-.60,45.0
GN354049.1.2346.undefined.-.60,60,GN354049.1.2346.undefined.-.60,56.67
GN354050.1.2347.undefined.-.60,60,GN354050.1.2347.undefined.-.60,56.67
GN354051.1.2348.undefined.-.60,60,GN354051.1.2348.undefined.-.60,53.33
GN354052.1.2349.undefined.-.60,60,GN354052.1.2349.undefined.-.60,53.33
GN354053.1.2350.undefined.-.60,60,GN354053.1.2350.undefined.-.60,56.67
GN354054.1.2351.undefined.-.60,60,GN354054.1.2351.undefined.-.60,56.67
GN354055.1.2352.undefined.-.60,60,GN354055.1.2352.undefined.-.60,60.0
GN354056.1.2353.undefined.-.60,60,GN354056.1.2353.undefined.-.60,60.0
GN354057.1.2354.undefined.-.60,60,GN354057.1.2354.undefined.-.60,63.33
GN354058.1.2355.undefined.-.60,60,GN354058.1.2355.undefined.-.60,63.33
GN354059.1.2356.undefined.-.60,60,GN354059.1.2356.undefined.-.60,53.33
GN354060.1.2357.undefined.-.60,60,GN354060.1.2357.undefined.-.60,53.33
GN358826.1.2358.undefined.-.60,60,GN358826.1.2358.undefined.-.60,45.0
GQ330488.1.2359.undefined.-.625,625,GQ330488.1.2359.undefined.-.625,57.28
GQ330489.1.2360.undefined.-.625,625,GQ330489.1.2360.undefined.-.625,57.44
GQ330490.1.2361.undefined.-.625,625,GQ330490.1.2361.undefined.-.625,57.44
GQ330491.1.2362.undefined.-.625,625,GQ330491.1.2362.undefined.-.625,57.44
GQ330492.1.2363.undefined.-.625,625,GQ330492.1.2363.undefined.-.625,57.44
GQ330493.1.2364.undefined.-.625,625,GQ330493.1.2364.undefined.-.625,57.44
GQ330494.1.2365.undefined.-.625,625,GQ330494.1.2365.undefined.-.625,57.44
GQ330495.1.2366.undefined.-.625,625,GQ330495.1.2366.undefined.-.625,57.44
GQ330496.1.2367.undefined.-.625,625,GQ330496.1.2367.undefined.-.625,57.44
GQ330497.1.2368.undefined.Pyl37.522,522,GQ330497.1.2368.undefined.Pyl37.522,52.49
GQ330498.1.2369.undefined.Pyl42.522,522,GQ330498.1.2369.undefined.Pyl42.522,52.49
GQ330499.1.2370.undefined.Pyl40.522,522,GQ330499.1.2370.undefined.Pyl40.522,51.15
GQ330500.1.2371.undefined.Pyl114.522,522,GQ330500.1.2371.undefined.Pyl114.522,52.49
GQ330501.1.2372.undefined.Pyl151.522,522,GQ330501.1.2372.undefined.Pyl151.522,51.15
GQ344413.1.2373.undefined.-.482,482,GQ344413.1.2373.undefined.-.482,53.73
GQ344413.1,508,GQ344413.1,53.61
GQ344414.1.2375.undefined.-.481,481,GQ344414.1.2375.undefined.-.481,54.47
GQ344414.1,507,GQ344414.1,54.34
GQ344415.1.2377.undefined.Gab-14H.481,481,GQ344415.1.2377.undefined.Gab-14H.481,54.26
GQ344416.1.2378.undefined.Gab-49H.481,481,GQ344416.1.2378.undefined.Gab-49H.481,54.26
GQ344417.1.2379.undefined.Gab-59H.481,481,GQ344417.1.2379.undefined.Gab-59H.481,54.68
GQ344418.1.2380.undefined.Gab-87H,482,GQ344418.1.2380.undefined.Gab-87H .482,53.53
GQ344419.1.2381.undefined.Gab-16H.482,482,GQ344419.1.2381.undefined.Gab-16H.482,55.39
GQ344420.1.2382.undefined.Gab-MKB51.483,483,GQ344420.1.2382.undefined.Gab-MKB51.483,55.49
GQ344421.1.2383.undefined.Gab-MKB51CC.483,483,GQ344421.1.2383.undefined.Gab-MKB51CC.483,55.49
GQ344423.1.2384.undefined.Gab-MKB4.482,482,GQ344423.1.2384.undefined.Gab-MKB4.482,53.94
GQ344424.1.2385.undefined.Gab-MKB8.481,481,GQ344424.1.2385.undefined.Gab-MKB8.481,53.64
GQ344425.1.2386.undefined.Gab-MKB11.480,480,GQ344425.1.2386.undefined.Gab-MKB11.480,53.96
GQ344426.1.2387.undefined.Gab-MKB17.481,481,GQ344426.1.2387.undefined.Gab-MKB17.481,53.64
GQ344427.1.2388.undefined.Gab-MKB19.479,479,GQ344427.1.2388.undefined.Gab-MKB19.479,53.86
GQ344428.1.2389.undefined.Gab-MKB20.482,482,GQ344428.1.2389.undefined.Gab-MKB20.482,53.73
GQ344429.1.2390.undefined.Gab-MKB24.483,483,GQ344429.1.2390.undefined.Gab-MKB24.483,53.62
GQ344430.1.2391.undefined.Gab-MKB26.480,480,GQ344430.1.2391.undefined.Gab-MKB26.480,54.17
GQ344431.1.2392.undefined.Gab-MKB27.482,482,GQ344431.1.2392.undefined.Gab-MKB27.482,53.73
GQ344432.1.2393.undefined.Gab-MKB38.482,482,GQ344432.1.2393.undefined.Gab-MKB38.482,53.53
GQ344433.1.2394.undefined.Gab-MKB43.482,482,GQ344433.1.2394.undefined.Gab-MKB43.482,53.73
GQ344434.1.2395.undefined.Gab-MKB43CC.482,482,GQ344434.1.2395.undefined.Gab-MKB43CC.482,53.73
GQ344435.1.2396.undefined.Gab-MKB50.480,480,GQ344435.1.2396.undefined.Gab-MKB50.480,54.37
GQ344436.1.2397.undefined.Gab-MKB56.480,480,GQ344436.1.2397.undefined.Gab-MKB56.480,54.37
GQ344437.1.2398.undefined.Gab-MKB57.480,480,GQ344437.1.2398.undefined.Gab-MKB57.480,54.37
GQ344438.1.2399.undefined.Gab-MKB59.482,482,GQ344438.1.2399.undefined.Gab-MKB59.482,53.53
GQ344439.1.2400.undefined.Gab-MKB66.482,482,GQ344439.1.2400.undefined.Gab-MKB66.482,53.94
GQ344440.1.2401.undefined.Gab-MKB76.480,480,GQ344440.1.2401.undefined.Gab-MKB76.480,54.17
GQ344441.1.2402.undefined.Gab-MKB78.480,480,GQ344441.1.2402.undefined.Gab-MKB78.480,53.96
GQ344442.1.2403.undefined.Gab-MKB79.482,482,GQ344442.1.2403.undefined.Gab-MKB79.482,53.73
GQ344443.1.2404.undefined.Gab-MKB81.482,482,GQ344443.1.2404.undefined.Gab-MKB81.482,53.32
GQ344444.1.2405.undefined.Gab-MKB84.482,482,GQ344444.1.2405.undefined.Gab-MKB84.482,53.94
GQ344445.1.2406.undefined.Gab-MKB85.481,481,GQ344445.1.2406.undefined.Gab-MKB85.481,54.26
GQ344446.1.2407.undefined.Gab-1H.522,522,GQ344446.1.2407.undefined.Gab-1H.522,51.92
GQ344447.1.2408.undefined.Gab-5H.522,522,GQ344447.1.2408.undefined.Gab-5H.522,52.11
GQ344448.1.2409.undefined.Gab-14H.522,522,GQ344448.1.2409.undefined.Gab-14H.522,52.49
GQ344449.1.2410.undefined.Gab-49H.522,522,GQ344449.1.2410.undefined.Gab-49H.522,52.49
GQ344450.1.2411.undefined.Gab-59H.522,522,GQ344450.1.2411.undefined.Gab-59H.522,52.11
GQ344451.1.2412.undefined.Gab-87H.522,522,GQ344451.1.2412.undefined.Gab-87H.522,51.34
GQ344452.1.2413.undefined.Gab-16H.522,522,GQ344452.1.2413.undefined.Gab-16H.522,52.3
GQ344453.1.2414.undefined.Gab-MKB51.522,522,GQ344453.1.2414.undefined.Gab-MKB51.522,52.3
GQ344454.1.2415.undefined.Gab-MKB51CC.522,522,GQ344454.1.2415.undefined.Gab-MKB51CC.522,52.3
GQ344456.1.2416.undefined.Gab-MKB4.522,522,GQ344456.1.2416.undefined.Gab-MKB4.522,51.72
GQ344457.1.2417.undefined.Gab-MKB8.522,522,GQ344457.1.2417.undefined.Gab-MKB8.522,51.15
GQ344458.1.2418.undefined.Gab-MKB11.522,522,GQ344458.1.2418.undefined.Gab-MKB11.522,52.49
GQ344459.1.2419.undefined.Gab-MKB17.522,522,GQ344459.1.2419.undefined.Gab-MKB17.522,51.92
GQ344460.1.2420.undefined.Gab-MKB20.522,522,GQ344460.1.2420.undefined.Gab-MKB20.522,51.53
GQ344461.1.2421.undefined.Gab-MKB24.522,522,GQ344461.1.2421.undefined.Gab-MKB24.522,51.92
GQ344462.1.2422.undefined.Gab-MKB27.522,522,GQ344462.1.2422.undefined.Gab-MKB27.522,51.92
GQ344463.1.2423.undefined.Gab-MKB38.522,522,GQ344463.1.2423.undefined.Gab-MKB38.522,51.92
GQ344464.1.2424.undefined.Gab-MKB43.522,522,GQ344464.1.2424.undefined.Gab-MKB43.522,51.72
GQ344465.1.2425.undefined.Gab-MKB50.522,522,GQ344465.1.2425.undefined.Gab-MKB50.522,51.72
GQ344466.1.2426.undefined.Gab-MKB57.522,522,GQ344466.1.2426.undefined.Gab-MKB57.522,52.49
GQ344467.1.2427.undefined.Gab-MKB59.522,522,GQ344467.1.2427.undefined.Gab-MKB59.522,52.11
GQ344468.1.2428.undefined.Gab-MKB66.522,522,GQ344468.1.2428.undefined.Gab-MKB66.522,51.92
GQ344469.1.2429.undefined.Gab-MKB76.522,522,GQ344469.1.2429.undefined.Gab-MKB76.522,52.49
GQ344470.1.2430.undefined.Gab-MKB78.522,522,GQ344470.1.2430.undefined.Gab-MKB78.522,52.3
GQ344471.1.2431.undefined.Gab-MKB81.522,522,GQ344471.1.2431.undefined.Gab-MKB81.522,51.92
GQ344472.1.2432.undefined.Gab-MKB84.522,522,GQ344472.1.2432.undefined.Gab-MKB84.522,51.92
GQ344473.1.2433.undefined.Gab-MKB85,522,GQ344473.1.2433.undefined.Gab-MKB85 .522,52.49
GQ344474.1.2434.undefined.Gab-MKB43CC,522,GQ344474.1.2434.undefined.Gab-MKB43CC .522,51.72
GQ354434.1.2435.undefined.BABR3132.362,362,GQ354434.1.2435.undefined.BABR3132.362,55.25
GQ354435.1.2436.undefined.BABR0982.362,362,GQ354435.1.2436.undefined.BABR0982.362,54.14
GQ354436.1.2437.undefined.BABR72.362,362,GQ354436.1.2437.undefined.BABR72.362,54.7
GQ354437.1.2438.undefined.BABR991.362,362,GQ354437.1.2438.undefined.BABR991.362,54.7
GQ354438.1.2439.undefined.BABR2224.362,362,GQ354438.1.2439.undefined.BABR2224.362,54.7
GQ354439.1.2440.undefined.BABR0136.362,362,GQ354439.1.2440.undefined.BABR0136.362,55.25
GQ354440.1.2441.undefined.BABR394.362,362,GQ354440.1.2441.undefined.BABR394.362,55.25
GQ354441.1.2442.undefined.BABR1790.362,362,GQ354441.1.2442.undefined.BABR1790.362,54.7
GQ354442.1.2443.undefined.BABR290.362,362,GQ354442.1.2443.undefined.BABR290.362,54.97
GQ354443.1.2444.undefined.BABR531.363,363,GQ354443.1.2444.undefined.BABR531.363,55.1
GQ354444.1.2445.undefined.BABR1237.362,362,GQ354444.1.2445.undefined.BABR1237.362,54.42
GQ354445.1.2446.undefined.BABR1669.363,363,GQ354445.1.2446.undefined.BABR1669.363,54.55
GQ354446.1.2447.undefined.BABR1513.363,363,GQ354446.1.2447.undefined.BABR1513.363,54.82
GQ354447.1.2448.undefined.BABR423.362,362,GQ354447.1.2448.undefined.BABR423.362,54.97
GQ354448.1.2449.undefined.BABR1359.362,362,GQ354448.1.2449.undefined.BABR1359.362,54.97
GQ354449.1.2450.undefined.BABR2041.362,362,GQ354449.1.2450.undefined.BABR2041.362,54.97
GQ354450.1.2451.undefined.BABR526.362,362,GQ354450.1.2451.undefined.BABR526.362,54.97
GQ354451.1.2452.undefined.FNN94.362,362,GQ354451.1.2452.undefined.FNN94.362,54.97
GQ354452.1.2453.undefined.BA123070.362,362,GQ354452.1.2453.undefined.BA123070.362,54.97
GQ354453.1.2454.undefined.BA155630.362,362,GQ354453.1.2454.undefined.BA155630.362,54.97
GQ354454.1.2455.undefined.BA115000.362,362,GQ354454.1.2455.undefined.BA115000.362,54.42
GQ354455.1.2456.undefined.BABR3140.363,363,GQ354455.1.2456.undefined.BABR3140.363,54.55
GQ354456.1.2457.undefined.BABR3115.362,362,GQ354456.1.2457.undefined.BABR3115.362,54.97
GQ354457.1.2458.undefined.BABR3173.362,362,GQ354457.1.2458.undefined.BABR3173.362,54.97
GQ354458.1.2459.undefined.BABR1792.362,362,GQ354458.1.2459.undefined.BABR1792.362,54.42
GQ354459.1.2460.undefined.BABR2441.362,362,GQ354459.1.2460.undefined.BABR2441.362,55.52
GQ354460.1.2461.undefined.BABR1599.362,362,GQ354460.1.2461.undefined.BABR1599.362,55.25
GQ354461.1.2462.undefined.BABR2713.362,362,GQ354461.1.2462.undefined.BABR2713.362,54.42
GQ354462.1.2463.undefined.BABR2986.363,363,GQ354462.1.2463.undefined.BABR2986.363,54.82
GQ354463.1.2464.undefined.BABR643.362,362,GQ354463.1.2464.undefined.BABR643.362,55.25
GQ354464.1.2465.undefined.BABR1851.362,362,GQ354464.1.2465.undefined.BABR1851.362,54.42
GQ354465.1.2466.undefined.BABR2091.362,362,GQ354465.1.2466.undefined.BABR2091.362,54.97
GQ354466.1.2467.undefined.BABR1764.362,362,GQ354466.1.2467.undefined.BABR1764.362,54.7
GQ354467.1.2468.undefined.BABR2095.362,362,GQ354467.1.2468.undefined.BABR2095.362,54.7
GQ354468.1.2469.undefined.BABR2151.362,362,GQ354468.1.2469.undefined.BABR2151.362,54.97
GQ354469.1.2470.undefined.BABR1909.362,362,GQ354469.1.2470.undefined.BABR1909.362,54.7
GQ354470.1.2471.undefined.BABR1741.362,362,GQ354470.1.2471.undefined.BABR1741.362,54.97
GQ354471.1.2472.undefined.BABR1759.362,362,GQ354471.1.2472.undefined.BABR1759.362,54.97
GQ354472.1.2473.undefined.BABR1910.362,362,GQ354472.1.2473.undefined.BABR1910.362,55.25
GQ354473.1.2474.undefined.BABR1982.364,364,GQ354473.1.2474.undefined.BABR1982.364,54.67
GQ354474.1.2475.undefined.BABR2142.361,361,GQ354474.1.2475.undefined.BABR2142.361,54.85
GQ354475.1.2476.undefined.BABR1260.362,362,GQ354475.1.2476.undefined.BABR1260.362,55.25
GQ354476.1.2477.undefined.BABR2177.362,362,GQ354476.1.2477.undefined.BABR2177.362,55.25
GQ354477.1.2478.undefined.BABR275.362,362,GQ354477.1.2478.undefined.BABR275.362,55.25
GQ354478.1.2479.undefined.AC204.363,363,GQ354478.1.2479.undefined.AC204.363,54.82
GQ354479.1.2480.undefined.BABR3632.362,362,GQ354479.1.2480.undefined.BABR3632.362,54.7
GQ354480.1.2481.undefined.BABR3511.362,362,GQ354480.1.2481.undefined.BABR3511.362,54.97
GQ354481.1.2482.undefined.BABR620.362,362,GQ354481.1.2482.undefined.BABR620.362,55.25
GQ354482.1.2483.undefined.BABR1389.362,362,GQ354482.1.2483.undefined.BABR1389.362,54.7
GQ354483.1.2484.undefined.BABR3488.362,362,GQ354483.1.2484.undefined.BABR3488.362,55.25
GQ354484.1.2485.undefined.BABR3517.362,362,GQ354484.1.2485.undefined.BABR3517.362,55.25
GQ354485.1.2486.undefined.BABR1438.362,362,GQ354485.1.2486.undefined.BABR1438.362,55.25
GQ354486.1.2487.undefined.BABR1603.362,362,GQ354486.1.2487.undefined.BABR1603.362,55.25
GQ354487.1.2488.undefined.BABR1709.362,362,GQ354487.1.2488.undefined.BABR1709.362,55.25
GQ354488.1.2489.undefined.BABR3417.362,362,GQ354488.1.2489.undefined.BABR3417.362,54.97
GQ354489.1.2490.undefined.BABR2819.362,362,GQ354489.1.2490.undefined.BABR2819.362,55.25
GQ354490.1.2491.undefined.BABR2294.362,362,GQ354490.1.2491.undefined.BABR2294.362,54.97
GQ354491.1.2492.undefined.BABR2672.362,362,GQ354491.1.2492.undefined.BABR2672.362,54.97
GQ354492.1.2493.undefined.BABR2674.362,362,GQ354492.1.2493.undefined.BABR2674.362,55.25
GQ354493.1.2494.undefined.BABR3510.362,362,GQ354493.1.2494.undefined.BABR3510.362,54.97
